path,pitch,yaw,roll
HeadPose\AFLW2000\image00101.jpg,-14.37184158,-14.6973923,13.42257079
HeadPose\AFLW2000\image00102.jpg,-9.584490274,0.665661432,33.5186206
HeadPose\AFLW2000\image00104.jpg,22.12991195,-18.82225624,-6.268211024
HeadPose\AFLW2000\image00107.jpg,-11.46343092,56.33679022,-16.59078221
HeadPose\AFLW2000\image00108.jpg,-4.597876736,82.3479435,-2.813542536
HeadPose\AFLW2000\image00109.jpg,-17.86496425,-8.617033251,-28.4835998
HeadPose\AFLW2000\image00112.jpg,11.99520042,-64.97327414,-0.826949732
HeadPose\AFLW2000\image00114.jpg,0.67145594,2.521657817,11.33805938
HeadPose\AFLW2000\image00118.jpg,17.70267554,78.25431743,-0.919124149
HeadPose\AFLW2000\image00120.jpg,-10.91349568,-64.77774631,42.28851177
HeadPose\AFLW2000\image00122.jpg,-9.523913326,-24.51562702,4.578860209
HeadPose\AFLW2000\image00124.jpg,-7.461807498,12.9829303,-7.291056184
HeadPose\AFLW2000\image00126.jpg,5.810515351,3.808113061,-0.332070911
HeadPose\AFLW2000\image00127.jpg,1.566424592,6.235747134,-10.2065045
HeadPose\AFLW2000\image00131.jpg,28.6966095,-25.13573306,8.899987498
HeadPose\AFLW2000\image00133.jpg,-11.81454277,28.42904196,-11.46316454
HeadPose\AFLW2000\image00134.jpg,2.515203928,59.54802756,-2.984385204
HeadPose\AFLW2000\image00135.jpg,-8.991810854,0.988904137,29.33810086
HeadPose\AFLW2000\image00136.jpg,3.760890414,22.66965228,3.101159027
HeadPose\AFLW2000\image00137.jpg,3.134048736,-60.56963262,-5.515236882
HeadPose\AFLW2000\image00138.jpg,-18.95775182,-60.09745481,0.310924405
HeadPose\AFLW2000\image00140.jpg,-2.395004552,-14.24758422,7.074338551
HeadPose\AFLW2000\image00143.jpg,0.447338677,-75.9795161,19.77323885
HeadPose\AFLW2000\image00144.jpg,2.704156629,-2.679653753,-13.81068092
HeadPose\AFLW2000\image00148.jpg,-16.43404132,6.659446394,-2.456790443
HeadPose\AFLW2000\image00151.jpg,-0.442949934,38.14237521,20.64963408
HeadPose\AFLW2000\image00152.jpg,-7.361519831,13.74848095,-13.30089609
HeadPose\AFLW2000\image00158.jpg,-26.41984107,-78.64777731,29.1217956
HeadPose\AFLW2000\image00159.jpg,-2.79677741,3.748117107,-33.4233941
HeadPose\AFLW2000\image00160.jpg,23.20562235,48.72269682,20.30012818
HeadPose\AFLW2000\image00161.jpg,-25.05755813,-1.652981018,7.611226424
HeadPose\AFLW2000\image00164.jpg,8.440030606,57.78231438,-6.925857068
HeadPose\AFLW2000\image00165.jpg,-9.648112632,-0.046889415,0.746873769
HeadPose\AFLW2000\image00167.jpg,-12.13803419,-63.30497994,7.34103524
HeadPose\AFLW2000\image00168.jpg,-12.68862598,-27.94173528,5.900312702
HeadPose\AFLW2000\image00170.jpg,-59.66639474,78.31584378,-69.53788273
HeadPose\AFLW2000\image00174.jpg,-22.75058148,-0.63054855,3.685145324
HeadPose\AFLW2000\image00175.jpg,2.192670443,-37.95874558,-9.756150003
HeadPose\AFLW2000\image00176.jpg,-11.67452901,33.43152544,-7.65155613
HeadPose\AFLW2000\image00180.jpg,-4.198555276,-51.82083648,-3.084365086
HeadPose\AFLW2000\image00181.jpg,12.59231861,79.41764891,19.67291361
HeadPose\AFLW2000\image00182.jpg,23.42648505,-76.23124272,-12.71492733
HeadPose\AFLW2000\image00183.jpg,4.308883321,-13.97178715,-9.312450669
HeadPose\AFLW2000\image00186.jpg,-14.50555619,23.07252757,-7.910811328
HeadPose\AFLW2000\image00187.jpg,20.81941892,-3.712361493,0.697452921
HeadPose\AFLW2000\image00190.jpg,-18.43887943,5.451544087,-17.30720417
HeadPose\AFLW2000\image00197.jpg,4.239958175,24.74942439,-4.72142504
HeadPose\AFLW2000\image00198.jpg,-7.785423569,40.92928705,-15.40258884
HeadPose\AFLW2000\image00199.jpg,-6.601633965,-20.83393649,2.820965884
HeadPose\AFLW2000\image00202.jpg,1.081553411,-7.636850733,-15.06025805
HeadPose\AFLW2000\image00203.jpg,-4.435584611,4.139349915,4.847332747
HeadPose\AFLW2000\image00204.jpg,1.050132407,-19.06139311,-68.09284693
HeadPose\AFLW2000\image00207.jpg,-3.804579719,15.858714,-14.40511997
HeadPose\AFLW2000\image00208.jpg,-4.672996864,16.5562761,4.580942136
HeadPose\AFLW2000\image00209.jpg,-6.032094372,-2.070965863,34.65479183
HeadPose\AFLW2000\image00210.jpg,-7.068622963,25.39161585,1.898049166
HeadPose\AFLW2000\image00211.jpg,-2.268763233,51.62427729,0.67289076
HeadPose\AFLW2000\image00213.jpg,-19.61376247,-4.582177973,13.22310365
HeadPose\AFLW2000\image00214.jpg,-14.82776183,4.75227615,-16.61783488
HeadPose\AFLW2000\image00215.jpg,-5.552530569,9.713376797,29.30010452
HeadPose\AFLW2000\image00216.jpg,-16.50239786,55.58203382,-3.290845333
HeadPose\AFLW2000\image00217.jpg,-3.449223333,-6.995273988,23.79952096
HeadPose\AFLW2000\image00218.jpg,-19.61298553,-15.21420369,0.999284957
HeadPose\AFLW2000\image00219.jpg,-16.37065034,8.936291661,-23.74569565
HeadPose\AFLW2000\image00222.jpg,-16.39745541,17.06409383,-15.34215362
HeadPose\AFLW2000\image00224.jpg,19.59923295,-14.73376989,-1.093247656
HeadPose\AFLW2000\image00227.jpg,-22.84757529,59.23422135,-10.07966789
HeadPose\AFLW2000\image00228.jpg,-10.98153887,51.55806544,15.58570109
HeadPose\AFLW2000\image00229.jpg,6.71624027,16.14225052,31.76031817
HeadPose\AFLW2000\image00231.jpg,-6.050020204,20.69881144,-6.027699572
HeadPose\AFLW2000\image00233.jpg,-6.844562449,-15.55268396,-1.863416478
HeadPose\AFLW2000\image00234.jpg,-14.47819616,2.32822686,-5.416196151
HeadPose\AFLW2000\image00235.jpg,28.42833503,-60.9433191,-23.05184405
HeadPose\AFLW2000\image00237.jpg,-12.30026313,9.331505189,-6.346684348
HeadPose\AFLW2000\image00239.jpg,-15.04219391,-18.86411335,-36.30554951
HeadPose\AFLW2000\image00246.jpg,-1.053894987,-19.03483563,3.566466518
HeadPose\AFLW2000\image00251.jpg,6.99464305,-54.68531536,-14.57947933
HeadPose\AFLW2000\image00254.jpg,-8.321954565,-5.434370431,18.66551877
HeadPose\AFLW2000\image00255.jpg,-2.904866861,-0.447817938,-4.832236321
HeadPose\AFLW2000\image00256.jpg,-11.79819044,41.22537234,-15.73763523
HeadPose\AFLW2000\image00259.jpg,-9.963529914,57.06639444,-5.818474229
HeadPose\AFLW2000\image00261.jpg,-13.38668668,18.2630567,-5.162217701
HeadPose\AFLW2000\image00262.jpg,-15.23325992,8.940140473,4.886173898
HeadPose\AFLW2000\image00263.jpg,-21.44341476,-37.02519532,-1.996325343
HeadPose\AFLW2000\image00264.jpg,-2.968935956,-69.84252966,-0.948931735
HeadPose\AFLW2000\image00268.jpg,-23.13624641,-4.686450629,-1.778645506
HeadPose\AFLW2000\image00269.jpg,-16.45045939,-1.68990342,-7.452243526
HeadPose\AFLW2000\image00270.jpg,-10.97826124,27.19130069,-17.0947443
HeadPose\AFLW2000\image00271.jpg,-8.238491361,-56.36985858,-3.637546162
HeadPose\AFLW2000\image00274.jpg,-44.9588801,-53.51996215,43.32557013
HeadPose\AFLW2000\image00276.jpg,-0.717061327,19.23285477,-8.660348603
HeadPose\AFLW2000\image00278.jpg,0.916574781,-35.89120975,-0.588859637
HeadPose\AFLW2000\image00279.jpg,-15.26446534,27.37495423,11.19287432
HeadPose\AFLW2000\image00280.jpg,-7.251170441,-14.54197476,13.29303967
HeadPose\AFLW2000\image00282.jpg,-4.15942128,3.496819293,-2.796334515
HeadPose\AFLW2000\image00283.jpg,-3.206497406,-21.64346929,5.983545387
HeadPose\AFLW2000\image00287.jpg,-6.854842311,7.875862104,10.42268084
HeadPose\AFLW2000\image00288.jpg,-0.238555989,-41.14130637,-0.422060948
HeadPose\AFLW2000\image00289.jpg,-9.065786071,-25.14901778,-7.321921809
HeadPose\AFLW2000\image00291.jpg,3.583376359,-3.88852189,-12.28814211
HeadPose\AFLW2000\image00292.jpg,23.9546687,-3.397212083,-8.563076464
HeadPose\AFLW2000\image00294.jpg,-8.158703652,7.826298836,-0.703698382
HeadPose\AFLW2000\image00296.jpg,-21.34267288,-23.9362733,12.28927763
HeadPose\AFLW2000\image00298.jpg,-8.027775756,75.71351438,-2.123621713
HeadPose\AFLW2000\image00299.jpg,1.84690599,-7.409807561,2.259996898
HeadPose\AFLW2000\image00302.jpg,-2.061964314,4.544734876,-3.2900319
HeadPose\AFLW2000\image00303.jpg,31.53112434,3.330263422,-1.580752194
HeadPose\AFLW2000\image00304.jpg,5.154593076,23.58911015,25.65396683
HeadPose\AFLW2000\image00306.jpg,8.376495333,-41.22657445,-32.56651955
HeadPose\AFLW2000\image00310.jpg,-17.35953366,2.672724526,0.450137214
HeadPose\AFLW2000\image00311.jpg,-27.37627758,19.18878297,-32.876173
HeadPose\AFLW2000\image00312.jpg,13.91732408,-72.01237831,-0.946910746
HeadPose\AFLW2000\image00315.jpg,-0.683900758,-29.12433985,-1.613212242
HeadPose\AFLW2000\image00316.jpg,-3.568212699,-2.572591818,0.157456805
HeadPose\AFLW2000\image00318.jpg,5.640488891,41.66721728,-9.088257394
HeadPose\AFLW2000\image00320.jpg,-3.730550714,-2.099815302,17.73987445
HeadPose\AFLW2000\image00321.jpg,-5.5879451,-3.446602675,-1.796923946
HeadPose\AFLW2000\image00322.jpg,-5.567031487,13.54202482,-11.13967141
HeadPose\AFLW2000\image00323.jpg,-9.957525324,2.601521511,-1.151540225
HeadPose\AFLW2000\image00324.jpg,-13.62146761,38.79065237,-10.0384144
HeadPose\AFLW2000\image00325.jpg,-5.557664737,-24.86917468,-2.534494304
HeadPose\AFLW2000\image00327.jpg,-25.31431177,24.82947421,-13.81485331
HeadPose\AFLW2000\image00328.jpg,-14.45932094,-4.890617363,2.446089244
HeadPose\AFLW2000\image00329.jpg,26.2664982,11.98957064,9.193161415
HeadPose\AFLW2000\image00330.jpg,35.2594514,-45.42638606,-37.9869645
HeadPose\AFLW2000\image00331.jpg,6.076272889,11.86002414,-16.39787889
HeadPose\AFLW2000\image00332.jpg,3.986636704,-3.014646784,15.36933777
HeadPose\AFLW2000\image00333.jpg,6.296974231,6.871924187,7.905632337
HeadPose\AFLW2000\image00334.jpg,-1.663423523,32.52560671,13.80303709
HeadPose\AFLW2000\image00336.jpg,-16.08010775,-69.55474647,44.93936625
HeadPose\AFLW2000\image00337.jpg,12.05971326,11.31774128,-1.495398949
HeadPose\AFLW2000\image00338.jpg,37.78636185,68.67751795,19.55761831
HeadPose\AFLW2000\image00343.jpg,-19.923252,18.2957955,18.85061689
HeadPose\AFLW2000\image00345.jpg,-20.44419906,8.479635458,-20.0016233
HeadPose\AFLW2000\image00347.jpg,-3.037802619,-15.46864019,-1.765446486
HeadPose\AFLW2000\image00348.jpg,33.71523101,-59.63674489,-21.44606487
HeadPose\AFLW2000\image00349.jpg,-7.964008256,20.09574159,-6.388962365
HeadPose\AFLW2000\image00350.jpg,-20.61758854,-4.545080654,4.189076254
HeadPose\AFLW2000\image00351.jpg,-10.2305997,-7.286558505,3.387231042
HeadPose\AFLW2000\image00354.jpg,-11.85248703,56.99365976,-4.951225047
HeadPose\AFLW2000\image00355.jpg,-11.10676698,-3.589625982,13.73404449
HeadPose\AFLW2000\image00357.jpg,-6.647059846,-14.86756476,9.201853685
HeadPose\AFLW2000\image00359.jpg,1.026913926,-4.015380274,-14.48932766
HeadPose\AFLW2000\image00360.jpg,-3.552265701,-3.451640366,-8.187522782
HeadPose\AFLW2000\image00362.jpg,0.710979364,-3.082138871,-7.972490497
HeadPose\AFLW2000\image00363.jpg,-8.181348291,-9.459794925,19.39780725
HeadPose\AFLW2000\image00367.jpg,-0.850020297,-12.69282143,4.374821968
HeadPose\AFLW2000\image00368.jpg,-19.92510298,-13.05197326,19.83157549
HeadPose\AFLW2000\image00370.jpg,-4.252451445,11.97866965,-5.486973986
HeadPose\AFLW2000\image00371.jpg,-22.25290829,-9.307370716,2.061681715
HeadPose\AFLW2000\image00374.jpg,18.51353852,-20.35926737,-26.29696596
HeadPose\AFLW2000\image00375.jpg,-17.30942739,31.76911545,-26.04795605
HeadPose\AFLW2000\image00376.jpg,8.087231699,-26.65975829,-12.65702611
HeadPose\AFLW2000\image00377.jpg,32.42982014,-7.197402338,-1.021208583
HeadPose\AFLW2000\image00379.jpg,-7.022956318,-3.159697377,-0.912896617
HeadPose\AFLW2000\image00385.jpg,26.6583564,-31.21926132,-18.01112346
HeadPose\AFLW2000\image00387.jpg,-14.64270468,7.259824291,-6.604007029
HeadPose\AFLW2000\image00389.jpg,-8.727389471,15.60977409,-12.94542317
HeadPose\AFLW2000\image00391.jpg,-19.5756244,-3.281872386,2.111795027
HeadPose\AFLW2000\image00393.jpg,6.959261816,11.34368319,1.528058566
HeadPose\AFLW2000\image00395.jpg,-7.380695587,49.61552549,7.184502672
HeadPose\AFLW2000\image00397.jpg,-17.03019389,8.093195308,-2.34139333
HeadPose\AFLW2000\image00399.jpg,11.89114078,21.20151166,19.85463421
HeadPose\AFLW2000\image00401.jpg,7.223092387,3.468697483,-1.508579827
HeadPose\AFLW2000\image00404.jpg,-13.06241065,-16.3078809,9.238005876
HeadPose\AFLW2000\image00405.jpg,-13.99656708,1.331276547,8.291602058
HeadPose\AFLW2000\image00408.jpg,-25.86645743,-22.60505064,13.2813276
HeadPose\AFLW2000\image00410.jpg,-21.25784535,-26.54140819,2.50990733
HeadPose\AFLW2000\image00412.jpg,-24.62928307,-2.154893307,1.009069416
HeadPose\AFLW2000\image00416.jpg,-21.30985553,-3.699895544,-29.03785258
HeadPose\AFLW2000\image00419.jpg,-18.31575673,-2.343706416,-3.133250457
HeadPose\AFLW2000\image00420.jpg,6.778985376,-27.04948376,-3.695912263
HeadPose\AFLW2000\image00421.jpg,-28.86683489,83.05775042,-22.06172276
HeadPose\AFLW2000\image00424.jpg,-6.785744702,-37.54606896,8.631827441
HeadPose\AFLW2000\image00426.jpg,-5.724779402,-19.00092716,7.426298199
HeadPose\AFLW2000\image00427.jpg,22.70471335,6.969167298,-12.52147589
HeadPose\AFLW2000\image00428.jpg,39.4392608,69.16601991,23.749915
HeadPose\AFLW2000\image00429.jpg,-20.03165051,47.41741352,-25.55473955
HeadPose\AFLW2000\image00430.jpg,34.44871136,4.68747345,7.245619205
HeadPose\AFLW2000\image00431.jpg,-1.194144064,-14.79538503,6.616825586
HeadPose\AFLW2000\image00433.jpg,-21.69768563,-67.2323114,25.3065356
HeadPose\AFLW2000\image00434.jpg,-11.2978825,8.880603421,-14.24709671
HeadPose\AFLW2000\image00435.jpg,-15.89309717,-0.758222501,-7.569010733
HeadPose\AFLW2000\image00436.jpg,8.165911209,1.005818353,-0.881146483
HeadPose\AFLW2000\image00437.jpg,-4.006596651,53.81190492,-21.92732854
HeadPose\AFLW2000\image00439.jpg,-30.3670996,-37.2288579,38.16340536
HeadPose\AFLW2000\image00440.jpg,-10.6244028,28.06560247,-32.71713205
HeadPose\AFLW2000\image00441.jpg,-19.03624436,6.512282284,3.707860398
HeadPose\AFLW2000\image00442.jpg,-8.154748119,-28.26453002,11.30746355
HeadPose\AFLW2000\image00444.jpg,-17.64113724,17.16782904,-29.28707935
HeadPose\AFLW2000\image00445.jpg,-12.90522665,-26.36743132,8.475372567
HeadPose\AFLW2000\image00447.jpg,-5.517573234,-12.00710117,10.708409
HeadPose\AFLW2000\image00448.jpg,-15.7151161,-28.56247653,8.282275435
HeadPose\AFLW2000\image00449.jpg,1.06446876,8.694023144,0.05124187
HeadPose\AFLW2000\image00451.jpg,13.77175397,77.55318486,-0.210142269
HeadPose\AFLW2000\image00454.jpg,5.243347969,-46.12606039,-6.447379265
HeadPose\AFLW2000\image00457.jpg,14.78436964,-11.13771456,15.91723677
HeadPose\AFLW2000\image00459.jpg,-26.69677963,-4.716987551,18.01965779
HeadPose\AFLW2000\image00460.jpg,-47.04604589,-60.22038455,56.22864442
HeadPose\AFLW2000\image00466.jpg,-8.980929509,0.561371113,0.449820731
HeadPose\AFLW2000\image00468.jpg,1.141041264,66.50639206,-3.070177929
HeadPose\AFLW2000\image00469.jpg,-20.5660411,-61.8218112,28.67443187
HeadPose\AFLW2000\image00470.jpg,-16.50538436,54.40593672,-11.22044182
HeadPose\AFLW2000\image00472.jpg,-47.99933539,-65.96951187,54.19605184
HeadPose\AFLW2000\image00473.jpg,3.94243172,-80.63944681,8.151279237
HeadPose\AFLW2000\image00475.jpg,39.95894257,65.62121321,19.98956801
HeadPose\AFLW2000\image00476.jpg,-53.17943282,-60.36139381,35.84679986
HeadPose\AFLW2000\image00477.jpg,55.22744455,81.1472987,53.98508095
HeadPose\AFLW2000\image00480.jpg,-2.764878719,17.5205383,-16.14557853
HeadPose\AFLW2000\image00481.jpg,6.103542847,-0.172751813,-1.126560303
HeadPose\AFLW2000\image00482.jpg,24.826486,75.46290791,24.39786602
HeadPose\AFLW2000\image00483.jpg,-0.802232398,23.40955472,8.630233446
HeadPose\AFLW2000\image00485.jpg,1.127940534,76.9207913,1.903758564
HeadPose\AFLW2000\image00486.jpg,20.94363445,-74.98040286,-10.99519328
HeadPose\AFLW2000\image00489.jpg,-12.74958286,-56.40503747,6.087610577
HeadPose\AFLW2000\image00490.jpg,-9.369492994,5.880266097,-4.746374867
HeadPose\AFLW2000\image00491.jpg,-1.228104938,17.4739991,-38.1521458
HeadPose\AFLW2000\image00494.jpg,-3.883018892,0.950593285,6.878994287
HeadPose\AFLW2000\image00496.jpg,-13.3488628,11.17238375,0.37077231
HeadPose\AFLW2000\image00497.jpg,42.00439298,9.753065319,-86.22902091
HeadPose\AFLW2000\image00498.jpg,8.122561706,-7.535338754,-6.28313456
HeadPose\AFLW2000\image00499.jpg,-11.15629439,-2.764692169,20.28530496
HeadPose\AFLW2000\image00500.jpg,-22.0115072,3.276046021,-0.807941103
HeadPose\AFLW2000\image00501.jpg,-3.208167814,-23.47298156,4.18336835
HeadPose\AFLW2000\image00503.jpg,-10.98438792,1.280288651,1.879389089
HeadPose\AFLW2000\image00504.jpg,-6.28771036,0.154399414,-0.399192861
HeadPose\AFLW2000\image00506.jpg,-10.59791362,9.596385902,-8.445658682
HeadPose\AFLW2000\image00507.jpg,17.92701822,41.4128542,14.26089711
HeadPose\AFLW2000\image00511.jpg,4.589619464,5.968778092,-28.13854206
HeadPose\AFLW2000\image00512.jpg,9.020795615,-1.155989987,1.155696502
HeadPose\AFLW2000\image00514.jpg,30.66127584,-5.273414461,6.330508325
HeadPose\AFLW2000\image00515.jpg,-10.80214481,13.3743138,-3.108076301
HeadPose\AFLW2000\image00516.jpg,-0.990199631,-35.70900079,5.616867963
HeadPose\AFLW2000\image00517.jpg,-1.809163432,-26.41711241,-17.97036089
HeadPose\AFLW2000\image00518.jpg,12.60971595,-1.102342159,-8.700300087
HeadPose\AFLW2000\image00519.jpg,22.3867817,-49.83807013,8.887501058
HeadPose\AFLW2000\image00520.jpg,-26.64337438,-17.36183714,3.484822065
HeadPose\AFLW2000\image00521.jpg,-19.18526713,25.21088563,-11.04055256
HeadPose\AFLW2000\image00523.jpg,-19.62629245,-46.06770325,14.99521075
HeadPose\AFLW2000\image00527.jpg,-11.35270672,0.855452165,-0.661474526
HeadPose\AFLW2000\image00528.jpg,-2.955236731,10.63464893,-5.76543653
HeadPose\AFLW2000\image00530.jpg,-14.62876427,-29.89284883,18.06346833
HeadPose\AFLW2000\image00532.jpg,-4.073578609,-10.03692798,-6.431695016
HeadPose\AFLW2000\image00533.jpg,-29.96291974,5.35957559,-21.21612314
HeadPose\AFLW2000\image00534.jpg,6.819112311,-17.40784188,25.5494786
HeadPose\AFLW2000\image00535.jpg,-4.468322989,-1.958236152,-0.3610311
HeadPose\AFLW2000\image00538.jpg,0.740028745,-13.1536116,9.829378169
HeadPose\AFLW2000\image00540.jpg,0.473729488,5.379647809,-8.735474708
HeadPose\AFLW2000\image00543.jpg,-14.00798033,-23.99324732,-1.924754352
HeadPose\AFLW2000\image00544.jpg,-13.37107885,-42.66931873,12.95139275
HeadPose\AFLW2000\image00545.jpg,-36.86246265,77.03637859,-49.03285913
HeadPose\AFLW2000\image00547.jpg,-20.70243656,34.05360199,-14.62210825
HeadPose\AFLW2000\image00548.jpg,2.322391103,19.49482838,-4.535990953
HeadPose\AFLW2000\image00549.jpg,5.770633023,-10.19273313,0.01245676
HeadPose\AFLW2000\image00550.jpg,-8.073549976,-18.44039573,8.76689187
HeadPose\AFLW2000\image00551.jpg,-12.29158794,-13.63132528,-12.20043394
HeadPose\AFLW2000\image00553.jpg,-25.6940498,-10.72404416,1.963073634
HeadPose\AFLW2000\image00554.jpg,17.49130509,5.742894344,-5.373076313
HeadPose\AFLW2000\image00555.jpg,0.29252713,2.294040482,-13.67873618
HeadPose\AFLW2000\image00557.jpg,10.82556638,-26.45849311,-1.585853492
HeadPose\AFLW2000\image00558.jpg,-19.150983,18.94034679,-8.577602569
HeadPose\AFLW2000\image00559.jpg,-9.503428735,7.380380544,-0.650559937
HeadPose\AFLW2000\image00560.jpg,-19.04003511,-1.734840195,-0.003747692
HeadPose\AFLW2000\image00561.jpg,19.85946486,3.529330353,-13.11409383
HeadPose\AFLW2000\image00562.jpg,8.759531488,11.27736034,40.99820708
HeadPose\AFLW2000\image00564.jpg,-1.639202499,3.98725697,28.40270475
HeadPose\AFLW2000\image00565.jpg,-9.709005476,-74.12280431,6.547246022
HeadPose\AFLW2000\image00566.jpg,19.26783046,2.824150673,-0.231612702
HeadPose\AFLW2000\image00567.jpg,8.293570006,22.57335686,-2.294465661
HeadPose\AFLW2000\image00571.jpg,21.57653173,12.04083718,-9.601183256
HeadPose\AFLW2000\image00574.jpg,-0.34264922,-0.316648957,-2.448929109
HeadPose\AFLW2000\image00577.jpg,-7.319445012,45.10962237,-17.63353182
HeadPose\AFLW2000\image00578.jpg,-0.075722012,33.21221148,2.255903907
HeadPose\AFLW2000\image00580.jpg,-14.07599877,-1.663193858,0.649161456
HeadPose\AFLW2000\image00584.jpg,-8.310952838,8.060819357,-15.09985266
HeadPose\AFLW2000\image00585.jpg,-6.253018121,9.526844331,37.72848965
