path,ground truth
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000010_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000010_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000013_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000013_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000013_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000015_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000015_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000015_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000023_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000023_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000023_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000025_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000025_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000025_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000032_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000032_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000032_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000035_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000035_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000035_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000045_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000045_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000045_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000048_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000048_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000048_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000053_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000053_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000053_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000056_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000056_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000056_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000063_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000063_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000063_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000068_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000068_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000068_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000070_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000070_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000070_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000071_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000071_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000071_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000083_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000083_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000083_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000089_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000089_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000089_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000092_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000092_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000092_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000100_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000100_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000100_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000101_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000101_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000101_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000208_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000208_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000208_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000209_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000209_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000209_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000210_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000210_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000210_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000215_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000215_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000215_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000216_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000216_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000216_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000217_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000217_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000217_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000218_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000218_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000218_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000229_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000229_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000229_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000230_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000230_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000230_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000234_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000234_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000234_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000235_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000235_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000235_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000236_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000236_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000236_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000238_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000238_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000238_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000243_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000243_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000243_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000245_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000245_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000245_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000250_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000250_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000250_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000251_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000251_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000251_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000253_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000253_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000253_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000255_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000255_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000255_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000256_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000256_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000256_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000257_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000257_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000257_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000259_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000259_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000259_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000261_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000261_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000261_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000263_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000263_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000263_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000265_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000265_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000265_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000271_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000271_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000271_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000272_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000272_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000272_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000273_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000273_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000273_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000275_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000275_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000275_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000276_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000276_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000276_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000279_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000279_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000279_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R1_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000280_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000280_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000280_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000282_IEU+00_PM+00_EN_A4_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000282_IEU+00_PM+00_EN_A5_D0_T0_BB_M0_R0_S0.tif,Head Covering
NoHeadCovering\CAS-PEAL-R1\testset\head_covering\FY_000282_IEU+00_PM+00_EN_A6_D0_T0_BB_M0_R0_S0.tif,Head Covering
