path,ground truth
OverExposure\ARFace\OverExposed\m-033-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-033-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-034-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-034-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-035-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-036-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-036-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-037-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-037-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-038-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-038-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-039-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-039-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-040-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-040-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-041-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-041-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-042-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-042-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-043-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-043-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-044-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-044-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-045-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-045-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-046-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-046-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-047-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-047-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-048-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-048-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-049-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-049-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-050-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-051-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-051-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-052-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-052-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-053-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-053-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-054-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-054-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-055-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-055-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-056-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-056-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-057-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-058-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-058-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-059-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-059-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-060-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-060-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-061-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-061-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-062-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-063-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-064-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-065-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-065-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-066-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-066-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-067-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-067-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-068-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-069-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-069-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-070-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-070-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-071-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-071-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-072-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-072-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-073-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-073-7.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-074-20.jpg,Overexposed
OverExposure\ARFace\OverExposed\m-074-7.jpg,Overexposed
